省辖市代码,省份,年份,地区生产总值 (亿元),第一产业增加值 (亿元),第二产业增加值 (亿元),第三产业增加值 (亿元),农林牧渔业增加值 (亿元),工业增加值 (亿元),建筑业增加值 (亿元),批发和零售业增加值 (亿元),交通运输、仓储和邮政业增加值 (亿元),住宿和餐饮业增加值 (亿元),金融业增加值 (亿元),房地产业增加值 (亿元),其他行业增加值 (亿元),人均地区生产总值 (元/人)
410000000000,河南省,2022,58807.4,5731.0,22122.5,30953.9,6166.0,17128.2,5082.6,4789.1,3034.6,1130.8,3102.1,4109.1,14264.9,59537.0
410000000000,河南省,2021,57806.9,5626.1,22571.0,29609.7,5918.2,17353.6,5318.6,4666.3,2818.9,1193.7,3053.2,4277.8,13206.5,58320.0
410000000000,河南省,2020,54160.6,5354.0,21416.6,27390.0,5600.5,16538.5,4968.0,4242.4,2540.3,1079.9,2902.0,4121.5,12167.5,54592.0
410000000000,河南省,2019,53739.3,4635.7,22185.5,26918.2,4860.7,17278.9,4994.2,4094.0,2858.5,1185.9,2750.2,4101.7,11615.2,54378.0
410000000000,河南省,2018,50273.5,4311.1,21446.8,24515.5,4501.2,16729.1,4790.8,3697.9,2861.1,1037.9,2529.2,3848.3,10277.9,51057.0
410000000000,河南省,2017,44586.5,4139.3,20035.3,20411.9,4310.5,15836.4,4235.8,3227.4,2433.7,979.3,2130.5,3237.8,8195.1,45480.0
410000000000,河南省,2016,40167.7,4063.6,18140.6,17963.4,4217.4,14690.6,3503.8,2940.5,2230.4,843.9,1850.4,2912.8,6978.0,41242.0
420000000000,湖北省,2025,,,,,,,,,,,,,,107619.0
420000000000,湖北省,2024,60013.0,5462.2,21573.8,32977.0,5891.1,17609.0,4123.6,5154.3,3119.3,1611.8,2736.2,3759.1,16008.6,102832.0
420000000000,湖北省,2023,56794.3,5068.2,20750.3,30975.8,5452.1,16937.5,3909.4,4797.5,2847.1,1496.8,2679.6,3764.9,14909.3,97234.0
420000000000,湖北省,2022,53445.4,4981.9,19948.5,28515.0,5325.9,16416.4,3624.9,4220.9,2404.2,1287.1,2818.0,3899.4,13448.6,91563.0
420000000000,湖北省,2021,50093.3,4634.0,19241.3,26218.0,4925.7,15954.5,3375.4,3828.9,2257.5,1221.9,2922.7,3821.5,11785.3,86554.0
420000000000,湖北省,2020,43017.6,4133.2,16359.6,22524.7,4359.0,13551.5,2868.7,3151.9,1748.3,904.1,2864.4,3278.6,10291.2,73711.0
420000000000,湖北省,2019,45557.0,3809.4,18397.1,23350.6,4014.3,15376.0,3084.3,3467.2,2245.5,1256.7,2631.5,3766.3,9715.1,76928.0
420000000000,湖北省,2018,42425.5,3548.2,17573.9,21303.4,3734.3,14849.6,2781.4,3098.0,2046.4,1125.9,2554.0,3618.6,8617.3,71780.0
420000000000,湖北省,2017,37624.2,3529.0,15713.9,18381.4,3690.3,13431.6,2342.5,2819.3,1891.1,1022.2,2255.2,3089.6,7082.4,63829.0
420000000000,湖北省,2016,33767.6,3406.5,14527.0,15834.1,3527.9,12480.5,2109.2,2569.5,1665.8,913.6,1975.1,2563.7,5962.2,57550.0
430000000000,湖南省,2025,,,,,,,,,,,,,,84888.0
430000000000,湖南省,2024,53231.0,4899.7,19534.6,28796.7,5232.0,15607.2,4007.0,5789.7,2531.5,1266.2,2599.4,2809.6,13388.3,81225.0
430000000000,湖南省,2023,50667.5,4617.4,18639.2,27410.8,4924.1,14773.2,3895.3,5438.5,2394.8,1159.9,2473.6,2953.0,12655.2,76932.0
430000000000,湖南省,2022,47957.9,4601.2,17519.8,25836.8,4876.9,13717.5,3817.1,5067.1,2070.5,1014.6,2406.0,3031.5,11956.7,72521.0
430000000000,湖南省,2021,45751.9,4322.3,17325.9,24103.7,4563.7,13602.6,3737.5,4720.6,1893.8,970.6,2255.4,2957.6,11050.0,68971.0
430000000000,湖南省,2020,41693.7,4240.7,15577.3,21875.6,4462.0,12127.4,3463.1,4154.2,1626.5,820.5,2096.2,2960.8,9983.1,62768.0
430000000000,湖南省,2019,39930.7,3647.2,14974.8,21308.8,3850.5,11601.7,3384.7,4043.9,1648.3,931.9,1928.5,2940.4,9600.9,60159.0
430000000000,湖南省,2018,36629.3,3084.2,13904.1,19641.0,3266.5,10785.6,3128.3,3705.4,1529.2,835.6,1809.8,2764.7,8804.0,55215.0
430000000000,湖南省,2017,34127.7,2998.4,13459.8,17669.5,3165.3,10709.8,2760.2,3423.2,1452.7,774.3,1701.8,2371.6,7768.8,51482.0
430000000000,湖南省,2016,31225.0,2915.6,12942.0,15367.4,3063.1,10540.1,2411.7,3141.5,1320.3,726.7,1340.1,2065.1,6616.5,47168.0
440000000000,广东省,2025,,,,,,,,,,,,,,113769.0
440000000000,广东省,2024,141633.8,5837.0,54365.5,81431.3,6079.7,47601.6,7010.2,13472.4,5106.1,2418.2,12390.0,10455.9,37099.8,111146.0
440000000000,广东省,2023,137905.4,5555.2,52679.5,79670.7,5769.2,46177.6,6675.6,13328.2,4904.2,2292.6,12018.7,11151.1,35588.4,108745.0
440000000000,广东省,2022,132547.1,5350.0,51341.4,75855.7,5541.7,45547.5,5956.4,12571.5,4410.5,1958.6,11685.7,12107.0,32768.3,104611.0
440000000000,广东省,2021,127577.4,4985.1,49977.2,72615.1,5153.7,44513.3,5602.2,12151.0,4079.0,1979.8,11115.6,12627.2,30355.6,100820.0
440000000000,广东省,2020,113708.9,4732.7,43756.4,65219.7,4880.8,39004.8,4864.1,10766.5,3361.4,1609.6,10122.8,12155.7,26943.3,90558.0
440000000000,广东省,2019,110468.1,4350.6,43528.6,62588.8,4478.3,39222.0,4415.0,11005.3,3614.2,1930.5,8751.2,11453.5,25598.0,88954.0
440000000000,广东省,2018,101875.9,3836.4,41398.5,56641.1,3948.9,37651.1,3849.8,10476.0,3386.3,1749.4,7962.3,10107.5,22744.8,83201.0
440000000000,广东省,2017,93004.8,3611.4,38536.6,50856.7,3712.7,35344.0,3289.3,9642.1,3187.7,1654.3,7311.2,9243.0,19620.5,77346.0
440000000000,广东省,2016,83493.4,3500.5,35499.2,44493.7,3593.6,32677.9,2909.5,8924.7,2896.1,1575.9,6570.0,7688.9,16656.8,70799.0
450000000000,广西壮族自治区,2025,,,,,,,,,,,,,,59443.0
450000000000,广西壮族自治区,2024,28649.4,4751.5,9301.0,14596.9,4906.6,7780.2,1538.8,2612.9,1115.4,457.3,1524.5,1923.7,6790.0,57071.0
450000000000,广西壮族自治区,2023,27501.7,4466.8,8979.8,14055.1,4615.3,7434.6,1558.5,2452.2,1075.3,435.1,1487.4,1979.4,6463.8,54599.0
450000000000,广西壮族自治区,2022,26419.7,4270.4,8867.3,13282.0,4407.2,7142.3,1740.6,2277.4,1003.3,372.5,1492.9,1867.8,6115.5,52399.0
450000000000,广西壮族自治区,2021,25311.5,4051.8,8523.3,12736.5,4176.0,6747.7,1789.9,2148.3,998.5,376.6,1475.0,1925.1,5674.4,50341.0
450000000000,广西壮族自治区,2020,22250.7,3645.9,7067.6,11537.2,3757.3,5369.2,1711.6,1872.2,850.3,319.7,1438.1,1911.8,5020.3,44497.0
450000000000,广西壮族自治区,2019,21341.5,3389.7,6870.3,11081.5,3493.9,5218.0,1666.8,1778.1,880.6,375.7,1399.4,1970.7,4558.3,42988.0
450000000000,广西壮族自治区,2018,19951.7,3021.1,6692.9,10237.8,3116.4,5101.9,1606.6,1607.6,873.8,342.7,1366.8,1883.1,4052.9,40495.0
450000000000,广西壮族自治区,2017,18071.7,2878.3,6138.3,9055.1,2964.7,4680.1,1466.0,1485.8,810.7,322.7,1242.1,1582.2,3517.4,37017.0
450000000000,广西壮族自治区,2016,16417.2,2800.3,5621.0,7996.0,2877.0,4307.3,1315.0,1351.0,742.7,301.1,1110.7,1367.5,3044.9,33962.0
460000000000,海南省,2025,,,,,,,,,,,,,,77117.0
460000000000,海南省,2024,7935.7,1627.6,1497.9,4810.1,1695.8,924.3,587.7,864.4,330.4,196.1,519.2,864.7,1953.2,75903.0
460000000000,海南省,2023,7590.2,1506.9,1403.4,4679.9,1569.5,880.0,530.4,860.7,290.7,201.0,498.2,876.5,1883.4,73335.0
460000000000,海南省,2022,6912.8,1417.8,1281.4,4213.6,1472.4,769.1,519.6,831.7,257.2,176.1,482.5,675.0,1729.1,67541.0
460000000000,海南省,2021,6508.9,1254.5,1233.1,4021.2,1301.3,708.9,530.9,820.0,258.8,219.4,445.5,694.7,1529.5,64063.0
460000000000,海南省,2020,5640.8,1136.0,1074.6,3430.2,1178.4,571.8,507.4,591.0,218.1,195.2,409.4,620.8,1348.7,56211.0
460000000000,海南省,2019,5442.1,1079.0,1095.6,3267.6,1118.0,609.0,491.1,509.8,240.5,252.1,389.9,613.7,1218.1,55054.0
460000000000,海南省,2018,5004.2,986.0,1053.1,2965.1,1020.2,582.0,475.2,464.2,225.4,252.4,380.1,549.5,1055.1,51220.0
460000000000,海南省,2017,4552.9,962.8,996.4,2593.7,993.3,528.3,470.0,466.7,214.9,221.4,328.9,481.7,847.7,47205.0
460000000000,海南省,2016,4151.0,924.7,904.0,2322.3,951.6,482.5,422.5,442.8,189.7,202.0,296.9,403.9,759.1,43648.0
500000000000,重庆市,2025,,,,,,,,,,,,,,105874.0
500000000000,重庆市,2024,32193.2,2135.8,11690.7,18366.7,2192.1,8912.0,2804.4,3661.0,1379.6,794.7,2238.0,1643.3,8568.1,100903.0
500000000000,重庆市,2023,30614.3,2033.7,11199.1,17381.6,2085.6,8440.5,2777.8,3346.4,1345.4,740.9,2117.8,1781.8,7978.0,95610.0
500000000000,重庆市,2022,28771.8,2012.6,10477.4,16281.8,2060.1,7942.2,2556.2,3058.2,1234.6,638.6,2188.6,1722.2,7371.3,89562.0
500000000000,重庆市,2021,28092.5,1922.3,10679.5,15490.7,1964.2,7894.4,2805.3,2838.4,1194.6,620.1,2187.2,1767.9,6820.5,87502.0
500000000000,重庆市,2020,25158.1,1803.5,9646.0,13708.5,1837.0,6980.8,2682.5,2416.0,1008.4,500.7,2090.7,1667.9,5974.1,78656.0
500000000000,重庆市,2019,23689.6,1551.6,9059.8,13078.2,1581.3,6467.1,2592.7,2231.3,1011.5,518.1,2019.2,1728.9,5539.5,74601.0
500000000000,重庆市,2018,21866.8,1378.7,8842.2,11645.9,1405.4,6268.1,2574.1,2024.6,905.9,458.3,1876.0,1548.2,4806.2,69341.0
500000000000,重庆市,2017,20260.8,1276.1,8455.0,10529.7,1300.3,6202.4,2252.6,1955.1,833.7,426.0,1737.6,1415.9,4137.2,64793.0
500000000000,重庆市,2016,18271.1,1237.0,7765.4,9268.8,1258.4,5896.2,1869.2,1703.4,782.4,392.0,1594.0,1269.4,3506.2,59130.0
510000000000,四川省,2025,,,,,,,,,,,,,,81124.0
510000000000,四川省,2024,64697.0,5619.9,22816.9,36260.2,5808.6,17884.0,5156.8,6380.5,2612.4,1501.4,3922.1,3681.1,17750.1,77333.0
510000000000,四川省,2023,61353.4,5455.6,21879.1,34018.7,5630.5,17147.6,4907.6,5975.3,2558.1,1382.0,3784.4,3940.4,16027.4,73293.0
510000000000,四川省,2022,57609.4,5965.5,20314.0,31330.0,6137.4,16135.3,4300.5,5459.3,2062.7,1196.6,3717.7,4037.0,14562.9,68804.0
510000000000,四川省,2021,55131.3,5662.8,20016.5,29452.0,5820.9,15750.7,4416.2,5078.5,1804.4,1231.6,3517.6,3945.3,13566.0,65856.0
510000000000,四川省,2020,49445.1,5556.9,17594.8,26293.4,5701.2,13579.4,4141.9,4388.7,1513.5,996.4,3302.7,3781.8,12039.6,59138.0
510000000000,四川省,2019,47168.6,4807.5,17202.7,25158.5,4938.0,13278.1,4045.1,4286.2,1552.2,1168.7,3087.0,3744.5,11068.8,56584.0
510000000000,四川省,2018,43539.0,4427.4,16056.9,23054.7,4544.3,12360.1,3809.8,3835.5,1411.7,1043.2,2922.4,3561.3,10050.7,52425.0
510000000000,四川省,2017,38517.1,4262.5,14569.2,19685.4,4365.3,11437.8,3235.9,3432.3,1214.2,934.0,2720.8,3064.6,8112.2,46574.0
510000000000,四川省,2016,33879.2,3900.6,13450.1,16528.5,3991.9,10790.9,2757.8,2760.3,1126.3,852.9,2312.7,2503.6,6782.9,41198.0
520000000000,贵州省,2025,,,,,,,,,,,,,,61066.0
520000000000,贵州省,2024,22667.1,2971.7,7097.6,12597.9,3139.1,5692.7,1414.9,2384.5,907.2,541.2,1532.8,1168.7,5886.0,58685.0
520000000000,贵州省,2023,21513.7,2883.3,6638.5,11991.8,3044.8,5286.4,1361.3,2253.6,826.2,494.6,1500.3,1184.8,5561.8,55728.0
520000000000,贵州省,2022,20579.5,2862.2,6360.7,11356.7,3015.9,4948.6,1420.0,1987.1,770.8,445.7,1534.3,1183.2,5273.9,53398.0
520000000000,贵州省,2021,19921.3,2730.5,6351.8,10839.1,2879.1,4898.8,1458.9,1845.7,775.9,472.0,1296.7,1229.5,5064.6,51677.0
520000000000,贵州省,2020,18308.3,2539.9,5881.1,9887.2,2675.6,4399.2,1486.9,1549.5,686.0,384.2,1232.8,1178.1,4715.8,47517.0
520000000000,贵州省,2019,17251.8,2280.5,5836.6,9134.6,2408.0,4392.5,1448.8,1338.9,700.8,419.7,986.9,1129.8,4426.4,44985.0
520000000000,贵州省,2018,15886.6,2156.0,5506.2,8224.3,2273.0,4165.5,1344.9,1181.2,660.0,378.4,992.3,1005.6,3885.8,41670.0
520000000000,贵州省,2017,14067.3,2032.3,4970.9,7064.2,2140.0,3821.4,1152.6,1040.1,580.2,337.2,874.5,867.8,3253.4,37210.0
520000000000,贵州省,2016,12133.9,1861.8,4468.7,5803.4,1959.9,3501.7,970.0,893.7,506.7,292.6,736.1,679.3,2593.9,32505.0
530000000000,云南省,2025,,,,,,,,,,,,,,70472.0
530000000000,云南省,2024,31534.1,4192.9,10330.0,17011.1,4280.1,7453.9,2896.0,3586.5,1395.8,890.5,1532.3,1805.8,7693.1,67612.0
530000000000,云南省,2023,30595.8,4191.4,10021.4,16383.0,4274.1,7163.8,2872.5,3376.2,1319.0,824.9,1460.9,1855.4,7449.0,65334.0
530000000000,云南省,2022,29301.1,4001.9,9985.8,15313.4,4079.9,6934.3,3060.0,3107.6,1149.7,696.1,1497.1,1955.3,6821.1,62456.0
530000000000,云南省,2021,27895.3,3832.3,9535.2,14527.8,3904.4,6593.6,2949.4,2879.6,1104.2,620.2,1468.2,1981.4,6394.3,59276.0
530000000000,云南省,2020,25214.5,3611.8,8427.8,13175.0,3674.5,5630.1,2803.3,2494.9,967.0,505.7,1418.5,1929.5,5791.1,53443.0
530000000000,云南省,2019,23902.1,3037.7,8152.1,12712.3,3096.2,5462.8,2694.3,2397.1,1055.8,589.7,1370.8,1810.9,5424.5,50764.0
530000000000,云南省,2018,21427.5,2498.7,7267.5,11661.3,2552.6,4911.7,2360.0,2187.3,1049.4,539.2,1312.6,1696.6,4818.0,45610.0
530000000000,云南省,2017,18864.6,2338.4,6317.8,10208.5,2388.6,4347.8,1973.7,1941.1,894.7,486.4,1245.7,1272.8,4313.9,40266.0
530000000000,云南省,2016,16773.6,2225.5,5747.4,8800.7,2272.6,4087.5,1663.4,1732.5,745.3,435.4,1121.3,1132.8,3582.9,35918.0
540000000000,西藏自治区,2025,,,,,,,,,,,,,,81502.0
540000000000,西藏自治区,2024,2764.9,247.5,1016.1,1501.4,252.9,413.1,603.4,161.7,80.7,38.8,266.8,106.7,840.8,75237.0
540000000000,西藏自治区,2023,2532.9,218.7,858.7,1455.5,223.7,332.9,526.0,156.1,76.0,40.5,244.1,108.4,825.0,69489.0
540000000000,西藏自治区,2022,2235.4,186.2,770.2,1279.0,191.0,266.8,503.6,125.0,53.5,32.0,227.8,92.9,742.9,61244.0
540000000000,西藏自治区,2021,2145.1,164.1,748.4,1232.5,168.6,226.3,522.3,129.6,53.9,39.5,213.7,102.9,688.3,58609.0
540000000000,西藏自治区,2020,1956.5,150.3,708.0,1098.2,154.4,179.1,529.2,109.4,48.2,36.4,186.5,99.9,613.5,53825.0
540000000000,西藏自治区,2019,1750.3,138.2,638.8,973.4,142.1,141.0,497.8,109.0,50.1,44.4,124.2,70.2,571.5,48961.0
540000000000,西藏自治区,2018,1583.5,128.3,582.7,872.4,132.2,127.0,455.8,95.5,48.0,39.5,118.6,73.9,493.1,45049.0
540000000000,西藏自治区,2017,1381.0,118.2,469.6,793.2,121.5,110.1,359.6,87.8,42.3,34.9,108.2,63.3,453.4,40086.0
540000000000,西藏自治区,2016,1197.4,110.5,390.4,696.4,113.6,91.6,298.8,80.5,37.9,32.4,90.4,56.0,396.2,35743.0
610000000000,陕西省,2025,,,,,,,,,,,,,,92663.0
610000000000,陕西省,2024,35538.8,2622.0,14519.0,18397.8,2786.2,12207.7,2553.7,2878.4,1527.6,629.3,2151.4,2073.7,8730.9,89915.0
610000000000,陕西省,2023,33976.5,2649.1,13937.3,17390.1,2799.5,11699.1,2456.3,2764.4,1442.9,602.9,2043.8,2106.8,8060.7,85929.0
610000000000,陕西省,2022,33035.6,2574.9,14264.7,16196.0,2712.7,11992.6,2458.4,2561.7,1310.2,492.1,2008.2,2085.8,7414.0,83529.0
610000000000,陕西省,2021,30476.6,2409.5,12963.3,15103.7,2533.7,10739.9,2413.8,2334.1,1265.5,472.1,1903.7,2045.4,6768.4,77068.0
610000000000,陕西省,2020,26297.0,2267.7,10721.1,13308.2,2381.8,8389.6,2451.0,2019.2,1142.8,395.1,1769.8,1696.2,6051.4,66583.0
610000000000,陕西省,2019,26214.5,1991.1,11590.2,12633.2,2098.2,9311.7,2401.0,1960.2,1112.5,452.0,1648.3,1668.2,5562.4,66577.0
610000000000,陕西省,2018,24354.8,1830.2,11215.3,11309.4,1927.8,9088.1,2233.0,1734.5,1040.2,393.0,1580.3,1498.6,4859.4,62169.0
610000000000,陕西省,2017,21776.1,1741.1,10114.1,9921.0,1830.6,8232.9,1959.0,1606.7,965.8,367.8,1435.9,1231.2,4146.1,55994.0
610000000000,陕西省,2016,19354.6,1696.1,8906.5,8752.0,1778.9,7226.9,1732.8,1473.2,885.3,346.2,1295.1,1105.2,3511.1,50142.0
620000000000,甘肃省,2025,,,,,,,,,,,,,,55897.0
620000000000,甘肃省,2024,13002.9,1621.7,4436.4,6944.8,1676.7,3503.7,953.3,921.7,695.5,224.5,964.9,762.5,3300.0,52825.0
620000000000,甘肃省,2023,12345.7,1636.6,4148.6,6560.4,1687.4,3244.7,924.0,868.1,639.7,205.7,928.0,768.5,3079.6,49811.0
620000000000,甘肃省,2022,11553.6,1499.7,3981.5,6072.4,1545.7,3157.5,835.5,812.3,530.8,164.2,917.6,735.3,2854.6,46381.0
620000000000,甘肃省,2021,10608.0,1364.8,3531.6,5711.6,1406.8,2789.6,753.9,771.6,454.7,172.9,878.8,737.8,2641.9,42508.0
620000000000,甘肃省,2020,9323.1,1188.1,2891.9,5243.1,1227.3,2255.0,646.7,666.3,400.3,144.4,848.2,705.8,2429.2,37218.0
620000000000,甘肃省,2019,9053.3,1059.3,2914.2,5079.8,1097.2,2327.7,597.5,647.0,432.6,162.2,848.1,683.7,2257.5,36040.0
620000000000,甘肃省,2018,8364.7,926.1,2761.6,4677.0,962.3,2253.4,518.2,587.6,408.5,143.0,774.5,645.9,2071.4,33213.0
620000000000,甘肃省,2017,7642.6,859.7,2515.7,4267.1,896.0,2020.5,504.6,540.6,379.5,138.7,718.0,654.1,1790.6,30316.0
620000000000,甘肃省,2016,7207.1,800.7,2483.5,3922.9,834.5,1995.5,498.3,516.6,344.9,133.3,646.3,623.8,1614.0,28583.0
630000000000,青海省,2025,,,,,,,,,,,,,,69567.0
630000000000,青海省,2024,3950.8,359.1,1662.4,1929.3,360.5,1351.5,318.4,170.1,177.7,40.9,283.8,197.8,1050.0,66568.0
630000000000,青海省,2023,3849.2,387.3,1636.5,1825.4,388.7,1341.1,301.9,170.7,169.3,41.2,280.4,201.5,954.4,64747.0
630000000000,青海省,2022,3677.4,382.6,1618.7,1676.1,383.9,1304.6,314.0,169.5,137.4,33.6,278.8,184.3,871.3,61857.0
630000000000,青海省,2021,3446.3,357.1,1389.7,1699.5,358.4,1022.4,367.3,193.9,128.1,44.5,282.7,177.0,872.0,58067.0
630000000000,青海省,2020,3080.6,341.1,1157.5,1582.0,342.3,817.3,340.2,167.7,106.2,40.7,265.9,188.6,811.6,52081.0
630000000000,青海省,2019,3020.2,304.8,1172.0,1543.4,306.0,839.9,332.0,161.4,116.9,50.7,261.7,177.1,774.4,51321.0
630000000000,青海省,2018,2799.9,270.9,1093.7,1435.3,272.0,777.5,316.2,150.9,123.9,47.5,259.5,154.3,698.1,47739.0
630000000000,青海省,2017,2517.0,241.0,975.7,1300.3,242.0,683.2,292.5,145.0,119.0,45.4,258.9,143.5,587.5,43099.0
630000000000,青海省,2016,2310.7,223.7,867.7,1219.3,224.7,597.4,270.3,141.2,108.0,43.6,232.6,133.6,559.3,39874.0
640000000000,宁夏回族自治区,2025,,,,,,,,,,,,,,77981.0
640000000000,宁夏回族自治区,2024,5502.8,451.2,2335.4,2716.2,475.3,2022.7,317.6,331.3,227.1,77.0,393.7,265.6,1392.5,75484.0
640000000000,宁夏回族自治区,2023,5368.8,428.0,2329.0,2611.7,451.1,2022.1,310.5,312.8,219.9,72.9,366.1,286.2,1327.2,73696.0
640000000000,宁夏回族自治区,2022,5168.1,407.5,2318.6,2441.9,428.6,1998.4,323.0,283.7,198.7,61.8,337.7,270.0,1266.1,71137.0
640000000000,宁夏回族自治区,2021,4666.5,364.6,2036.6,2265.3,383.9,1720.7,318.5,252.9,188.5,60.2,320.2,251.3,1170.2,64543.0
640000000000,宁夏回族自治区,2020,4036.2,338.1,1604.8,2093.3,356.3,1293.9,312.7,218.3,171.7,52.1,306.0,237.0,1088.2,56136.0
640000000000,宁夏回族自治区,2019,3841.5,280.0,1588.0,1973.6,297.7,1275.2,314.4,215.2,172.5,55.9,293.2,217.4,1000.0,53841.0
640000000000,宁夏回族自治区,2018,3580.6,279.4,1488.1,1813.1,296.1,1191.0,298.5,190.2,171.3,49.4,285.9,187.2,911.1,50610.0
640000000000,宁夏回族自治区,2017,3271.6,250.6,1406.0,1615.0,266.3,1129.2,278.1,173.5,184.1,45.6,266.0,178.6,750.1,46737.0
640000000000,宁夏回族自治区,2016,2853.3,241.0,1179.7,1432.6,255.7,925.4,255.4,154.0,188.7,43.0,239.8,161.0,630.3,41382.0
650000000000,新疆维吾尔自治区,2025,,,,,,,,,,,,,,81574.0
650000000000,新疆维吾尔自治区,2024,20534.1,2572.0,8135.9,9826.2,2752.4,6785.5,1474.1,970.7,1167.6,190.8,1033.4,910.0,5249.6,78660.0
650000000000,新疆维吾尔自治区,2023,19603.3,2739.6,7559.7,9304.0,2906.9,6337.9,1342.4,961.3,1120.3,180.2,1022.8,927.8,4803.6,75616.0
650000000000,新疆维吾尔自治区,2022,18550.5,2653.8,7312.7,8584.0,2801.8,6137.6,1270.4,860.3,937.1,141.1,1053.4,899.4,4449.3,71679.0
650000000000,新疆维吾尔自治区,2021,16791.5,2358.7,6281.3,8151.5,2489.6,5037.0,1332.9,841.0,746.1,165.5,1035.1,870.7,4273.5,64845.0
650000000000,新疆维吾尔自治区,2020,14262.2,1981.3,4798.5,7482.4,2098.2,3684.6,1185.4,710.9,613.2,137.3,1006.3,844.1,3982.2,55398.0
650000000000,新疆维吾尔自治区,2019,14024.9,1781.7,4824.9,7418.3,1888.4,3855.0,1056.9,784.7,765.6,184.1,982.1,777.0,3731.2,55227.0
650000000000,新疆维吾尔自治区,2018,13110.1,1692.1,4657.2,6760.9,1791.0,3758.5,987.8,742.6,733.5,168.9,967.3,700.7,3259.8,52441.0
650000000000,新疆维吾尔自治区,2017,11460.8,1551.8,4096.2,5812.8,1640.3,3266.1,913.2,704.7,556.7,159.0,858.1,676.3,2686.6,46703.0
650000000000,新疆维吾尔自治区,2016,9913.9,1473.2,3446.1,4994.6,1554.0,2686.8,840.1,588.3,463.5,142.8,748.2,628.1,2262.0,41196.0
